,Unnamed: 0,province_zipCode,city_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
13785,13785,430000,431300,1007,0,502,4,76,0,35,0
33712,33712,210000,211200,103,0,7,0,3,0,0,0
33040,33040,440000,440500,1095,0,113,1,25,0,3,0
4488,4488,230000,230200,480,0,222,12,43,0,23,1
31640,31640,110000,110113,315,0,37,2,9,0,0,0
38025,38025,410000,411200,851,0,56,2,7,0,2,0
2127,2127,500000,500153,576,0,372,6,9,0,6,0
16177,16177,500000,500236,551,0,207,5,20,0,6,0
20005,20005,440000,441400,1261,0,343,2,14,0,7,0
10724,10724,510000,511900,514,0,188,3,24,0,3,0
32839,32839,500000,500236,428,0,39,2,14,0,1,0
6236,6236,510000,510800,526,0,250,3,6,0,5,0
8139,8139,420000,420600,62662,0,11792,2144,1170,0,343,24
45919,45919,430000,430100,463,0,9,0,112,0,2,0
48243,48243,510000,513300,207,0,3,1,5,0,0,0
48253,48253,530000,530500,91,0,1,0,7,0,0,0
1005,1005,420000,420500,65187,0,20969,2615,927,0,362,30
36259,36259,410000,410500,914,0,70,3,40,0,1,0
6772,6772,410000,419001,1270,0,809,19,5,0,3,0
54115,54115,120000,120111,17,0,0,0,1,0,0,0
22178,22178,430000,431100,968,0,332,2,43,0,18,0
57521,57521,440000,441200,32,0,2,0,1,0,0,0
3315,3315,320000,320400,631,0,458,0,51,0,41,0
45030,45030,460000,469023,70,0,4,1,2,0,0,1
52669,52669,130000,130700,48,0,0,1,1,0,0,0
15665,15665,530000,0,171,0,45,0,13,0,6,0
2636,2636,330000,330200,1205,0,795,1,157,0,121,0
13341,13341,500000,0,553,0,235,5,1,0,0,0
45326,45326,120000,120102,48,0,1,0,9,0,0,0
41195,41195,120000,120116,69,0,2,1,2,0,0,0
33382,33382,350000,350500,239,0,24,0,40,0,4,0
18807,18807,440000,440400,1294,0,393,2,95,0,34,0
26254,26254,520000,520200,127,0,10,1,10,0,0,1
5169,5169,430000,430100,1016,0,714,4,242,0,141,2
4761,4761,370000,370300,754,0,319,4,30,0,14,0
35156,35156,420000,422800,22112,0,856,618,157,0,12,0
1422,1422,410000,411500,1271,0,1032,19,274,0,219,2
26894,26894,130000,130800,239,0,42,2,7,0,1,0
46535,46535,150000,150800,23,0,1,0,3,0,0,0
27771,27771,450000,451300,210,0,24,1,11,0,0,0
43552,43552,410000,410900,675,2,20,2,4,0,0,0
35096,35096,410000,411600,914,0,80,3,60,0,8,0
37566,37566,460000,0,106,0,8,2,2,0,0,0
7604,7604,230000,230800,479,0,183,12,15,0,15,0
41769,41769,320000,321200,308,0,12,0,23,0,0,0
14020,14020,440000,440500,1328,0,530,4,25,0,14,0
28641,28641,340000,340700,830,0,86,3,25,0,7,0
17125,17125,340000,341500,962,0,249,6,65,0,15,0
47052,47052,310000,310116,177,0,10,1,1,0,0,0
2057,2057,450000,451000,252,0,138,2,3,0,3,0
20057,20057,420000,420600,51986,0,3893,1318,1111,0,73,16
40877,40877,440000,441500,895,0,37,0,5,0,0,0
12784,12784,620000,621000,91,0,59,2,3,0,2,0
17800,17800,430000,430800,1001,0,423,2,5,0,4,0
37488,37488,450000,450500,172,0,17,0,31,0,2,0
56020,56020,210000,210500,15,0,0,0,1,0,0,0
42446,42446,440000,441600,813,0,30,0,1,0,0,0
2823,2823,420000,420800,64786,0,18888,2563,920,0,432,37
6499,6499,460000,469005,168,0,104,4,3,0,3,0
34938,34938,320000,320600,408,0,43,0,29,0,2,0
11679,11679,420000,420300,61682,0,9167,1921,638,0,164,2
54563,54563,430000,431000,100,0,0,0,3,0,0,0
51422,51422,410000,410800,278,0,2,2,2,0,0,0
20785,20785,410000,410600,1184,0,330,11,19,0,4,0
30226,30226,440000,445100,1131,0,140,1,5,0,0,0
45935,45935,120000,120115,48,0,1,0,5,0,0,0
15737,15737,410000,411200,1246,0,480,16,7,0,4,0
26786,26786,340000,341700,860,0,100,4,15,0,3,0
2734,2734,430000,430400,1016,0,757,4,48,0,38,0
24916,24916,510000,513200,436,0,89,1,1,0,0,0
8402,8402,640000,640500,71,0,48,0,3,0,3,0
10610,10610,460000,469027,168,0,84,4,2,0,0,0
46388,46388,530000,530800,99,0,2,0,4,0,0,0
8928,8928,500000,500101,567,0,299,6,115,0,56,4
20247,20247,410000,411700,1184,0,346,11,137,0,50,0
42145,42145,500000,500231,366,0,9,2,15,0,1,0
25128,25128,140000,141100,124,0,32,0,6,0,5,0
3044,3044,340000,341100,989,0,694,6,13,0,9,0
4247,4247,110000,110111,399,0,198,4,16,0,3,0
22777,22777,370000,370600,506,0,104,2,46,0,7,0
360,360,330000,330900,1205,0,924,1,10,0,6,0
48323,48323,460000,469021,57,0,1,1,1,0,0,0
22830,22830,320000,321000,570,0,133,0,20,0,6,0
7221,7221,340000,340600,989,0,591,6,27,0,15,0
2469,2469,510000,511300,529,0,286,3,39,0,22,0
37540,37540,370000,370100,379,0,31,0,39,0,3,0
39712,39712,450000,451000,168,0,13,0,2,0,0,0
7981,7981,410000,410200,1267,0,730,19,26,0,15,0
55813,55813,210000,211300,16,0,0,0,2,0,0,0
42442,42442,440000,440700,813,0,30,0,6,0,0,0
25421,25421,430000,433100,946,0,263,2,8,0,6,0
38213,38213,430000,431000,711,0,79,0,25,0,2,0
15384,15384,500000,500156,551,0,210,5,1,0,1,0
9869,9869,370000,370800,546,0,245,4,52,0,29,0
34686,34686,340000,341300,733,0,47,0,28,0,0,0
41687,41687,330000,330500,829,0,62,0,9,0,1,0
48285,48285,110000,110109,156,0,5,1,1,0,0,0
35462,35462,350000,350400,224,0,16,0,12,0,0,0
37062,37062,420000,429005,22112,0,817,618,74,0,0,1
18018,18018,370000,371000,532,0,156,2,38,0,9,0
29105,29105,440000,441500,1151,0,143,1,5,0,1,0
33453,33453,500000,500153,428,0,32,2,8,0,0,0
27733,27733,120000,0,95,0,8,1,6,0,0,0
28130,28130,420000,421100,29631,0,1822,871,2252,0,189,45
29067,29067,150000,150800,58,0,5,0,6,0,0,0
24644,24644,500000,500101,509,0,79,3,102,0,14,1
37765,37765,140000,140900,90,0,12,0,3,0,0,0
22424,22424,410000,410400,1169,0,286,10,56,0,19,1
52283,52283,340000,340500,152,0,2,0,11,0,0,0
25526,25526,440000,445100,1219,0,241,1,5,0,0,0
7536,7536,450000,450600,249,0,99,2,19,0,6,0
33843,33843,610000,610300,195,0,18,0,12,0,2,0
49796,49796,500000,400000,206,0,1,0,8,0,0,0
19189,19189,310000,310104,326,0,124,1,18,0,4,0
47411,47411,420000,429004,7153,0,167,249,97,0,0,1
43200,43200,340000,340400,480,0,20,0,8,0,0,0
9176,9176,120000,120115,130,0,59,3,55,0,15,2
11259,11259,330000,330500,1174,0,581,0,10,0,6,0
36002,36002,640000,640500,43,0,3,0,3,0,0,0
56619,56619,210000,210200,12,0,0,0,1,0,0,0
3783,3783,420000,420900,64287,0,16743,2495,3465,0,1177,108
30569,30569,440000,441800,1131,0,129,1,10,0,3,0
41248,41248,420000,429021,16678,0,522,479,10,0,2,0
55670,55670,210000,211400,18,0,0,0,2,0,0,0
51426,51426,650000,650100,14,0,0,0,7,0,0,0
8047,8047,610000,610900,245,0,130,1,26,0,16,0
34588,34588,430000,433100,803,0,119,0,8,0,1,0
12038,12038,530000,0,173,0,57,0,13,0,10,0
21023,21023,640000,640500,67,0,24,0,3,0,2,0
36280,36280,410000,411100,914,0,70,3,26,0,1,0
37665,37665,500000,500117,411,0,24,2,15,0,0,0
17155,17155,410000,0,1231,0,415,13,0,0,0,3
52292,52292,340000,341800,152,0,2,0,2,0,0,0
43994,43994,420000,429005,11177,0,299,350,35,0,0,1
48451,48451,420000,400000,7153,0,166,249,87,0,0,0
5846,5846,440000,440300,1342,0,740,6,417,0,226,3
48115,48115,430000,430100,389,0,5,0,86,0,2,0
52280,52280,340000,341200,152,0,2,0,23,0,0,0
17305,17305,430000,431300,1004,0,449,3,75,0,34,0
41235,41235,420000,420600,16678,0,522,479,735,0,7,2
3132,3132,460000,469021,168,0,122,5,3,0,2,1
3275,3275,330000,330700,1205,0,794,1,55,0,39,0
4749,4749,330000,330900,1205,0,759,1,10,0,5,0
20637,20637,340000,341600,934,0,184,6,106,0,19,0
27670,27670,500000,500118,486,0,66,2,5,0,1,0
16181,16181,500000,500111,551,0,207,5,14,0,3,0
4381,4381,450000,450800,251,0,107,2,8,0,3,0
54059,54059,370000,370400,75,0,0,0,2,0,0,0
36890,36890,460000,469021,114,0,8,2,3,0,0,0
30889,30889,440000,441600,1131,0,126,1,3,0,0,0
43554,43554,520000,520100,56,0,2,0,10,0,1,0
45613,45613,420000,420900,9074,0,261,294,749,0,2,14
6223,6223,510000,510500,526,0,250,3,24,0,6,0
2806,2806,370000,371000,756,0,343,6,38,0,25,0
40089,40089,410000,410500,764,0,50,2,35,0,1,0
21945,21945,140000,140300,126,0,33,0,4,0,0,0
33366,33366,410000,411600,981,0,104,4,62,0,10,0
28442,28442,500000,500237,468,0,61,2,9,0,4,0
15721,15721,410000,411300,1246,0,480,16,154,0,57,2
17380,17380,500000,500120,544,0,184,5,8,0,4,0
12775,12775,230000,232700,464,0,111,11,2,0,1,0
252,252,350000,350700,296,0,228,1,20,0,13,0
6388,6388,230000,230600,479,0,204,12,26,0,8,1
34984,34984,410000,410400,914,0,85,3,46,0,1,0
53971,53971,310000,310120,53,0,3,1,1,0,0,0
15028,15028,610000,610600,240,0,76,0,8,0,6,0
7798,7798,520000,520200,146,0,77,2,10,0,6,1
25505,25505,430000,430300,946,0,263,1,32,0,11,0
19033,19033,440000,440200,1294,0,392,2,10,0,3,0
3307,3307,340000,341000,989,0,692,6,9,0,6,0
25938,25938,440000,445200,1177,0,212,1,8,0,3,0
52832,52832,410000,410800,206,0,1,2,2,0,0,0
28200,28200,330000,330700,1092,0,218,0,53,0,15,0
15483,15483,320000,320500,626,0,247,0,86,0,31,0
6579,6579,430000,430700,1013,0,686,4,80,0,60,0
27894,27894,420000,429005,29631,0,1854,871,85,0,3,2
23641,23641,410000,411100,1135,0,246,8,33,0,6,0
32854,32854,500000,500155,428,0,39,2,4,0,1,0
30353,30353,340000,340300,779,0,72,1,115,0,1,1
46033,46033,110000,110116,183,0,9,1,1,0,0,0
24930,24930,610000,610700,225,0,39,0,21,0,1,0
10829,10829,130000,130500,306,0,143,4,23,0,10,1
25273,25273,510000,510800,436,0,87,1,6,0,1,0
38088,38088,210000,211400,91,0,5,0,7,0,0,0
33182,33182,530000,530300,138,0,17,0,11,0,1,0
10792,10792,410000,411500,1262,0,573,19,268,0,86,2
31429,31429,440000,441700,1120,0,126,1,13,0,1,0
17561,17561,220000,220200,89,0,28,1,5,0,3,0
51141,51141,460000,400000,46,0,1,1,1,0,0,0
46489,46489,330000,331100,661,0,24,0,14,0,1,0
6792,6792,420000,429021,63454,0,13652,2250,11,0,10,0
40532,40532,330000,330900,895,0,68,0,7,0,2,0
23016,23016,510000,511500,451,0,96,1,11,0,3,0
57456,57456,330000,330900,43,0,1,0,1,0,0,0
6090,6090,420000,429005,64084,0,15299,2346,189,0,67,8
20313,20313,530000,0,162,0,33,0,13,0,5,0
48500,48500,640000,640300,26,0,0,0,6,0,0,0
53269,53269,360000,360900,72,0,3,0,10,0,0,0
21698,21698,360000,360600,872,0,170,1,18,0,2,0
45086,45086,430000,430500,521,0,16,0,51,0,1,0
15159,15159,500000,500104,552,0,210,5,7,0,5,0
23879,23879,450000,450800,222,0,32,1,8,0,0,0
26155,26155,430000,433100,912,0,244,1,8,0,6,0
17642,17642,440000,442000,1294,0,410,2,65,0,31,0
56445,56445,370000,371100,21,0,0,0,1,0,0,0
39095,39095,340000,341300,591,0,23,0,25,0,0,0
39237,39237,340000,341300,591,0,23,0,25,0,0,0
23948,23948,120000,120105,112,0,11,2,12,0,2,0
19882,19882,510000,510100,463,0,114,1,135,0,43,1
15800,15800,440000,441600,1322,0,495,4,4,0,1,0
14741,14741,620000,620100,90,0,56,2,35,0,20,2
49198,49198,420000,420900,5806,0,136,204,541,0,2,9
30391,30391,330000,331000,1075,0,192,0,138,0,27,0
54137,54137,610000,610400,35,0,0,0,4,0,0,0
24277,24277,420000,429006,33366,0,2660,1068,293,0,12,10
25212,25212,410000,411400,1135,0,233,8,86,0,14,0
13179,13179,350000,350900,292,0,93,0,25,0,6,0
5902,5902,110000,110108,399,0,189,4,62,0,0,0
38861,38861,310000,310106,257,0,25,1,14,0,2,0
44632,44632,500000,500153,312,0,7,2,4,0,0,0
11775,11775,350000,350400,293,0,97,0,14,0,3,0
25472,25472,360000,360500,844,0,152,1,117,0,26,0
827,827,130000,130700,317,0,261,6,40,0,32,0
50277,50277,430000,430900,332,0,2,0,20,0,0,0
38460,38460,420000,420800,19665,0,671,549,508,0,21,17
40323,40323,350000,350700,205,0,11,0,12,0,0,0
12585,12585,320000,320500,629,0,280,0,87,0,31,0
36342,36342,420000,421100,22112,0,828,618,1897,0,68,32
1650,1650,420000,420500,65187,0,20935,2615,927,0,362,30
31829,31829,440000,441700,1120,0,125,1,13,0,1,0
35300,35300,420000,420300,22112,0,855,618,395,0,28,0
55325,55325,420000,420600,1052,0,42,52,2,0,0,0
32076,32076,320000,320100,468,0,51,0,71,0,20,0
46108,46108,110000,110102,183,0,9,1,17,0,0,0
23262,23262,150000,150400,61,0,6,0,5,0,2,0
35422,35422,420000,421200,22112,0,854,618,443,0,6,1
25249,25249,320000,320600,543,0,106,0,37,0,11,0
40740,40740,500000,500241,376,0,15,2,1,0,1,0
43522,43522,420000,421300,13522,0,396,414,641,0,3,6
16085,16085,370000,371300,541,0,175,2,47,0,32,0
53148,53148,150000,150700,15,0,0,0,2,0,0,0
46009,46009,110000,110106,191,0,9,1,16,0,0,0
41032,41032,310000,310114,243,0,15,1,4,0,0,0
15712,15712,440000,441700,1322,0,481,4,13,0,7,0
19200,19200,310000,310151,326,0,124,1,3,0,0,0
54693,54693,410000,411300,128,0,0,1,15,0,0,1
57206,57206,430000,430200,24,0,0,0,1,0,0,0
43424,43424,360000,360900,476,0,19,0,45,0,2,0
22280,22280,420000,420300,48206,0,3454,1310,562,0,81,1
50687,50687,530000,532800,76,0,0,0,10,0,0,0
26433,26433,500000,500103,489,0,72,2,20,0,1,0
44043,44043,410000,411300,566,0,14,2,84,0,1,2
8065,8065,420000,420200,62662,0,11867,2144,974,0,355,27
52154,52154,310000,400000,96,0,5,1,5,0,0,0
16592,16592,370000,370400,537,0,168,2,24,0,4,0
48962,48962,500000,500104,238,0,1,0,6,0,0,0
54150,54150,210000,210200,23,0,0,0,4,0,0,0
37516,37516,370000,371000,347,0,27,0,30,0,5,0
50980,50980,370000,371500,158,0,1,0,5,0,0,0
32633,32633,370000,371400,416,0,44,0,29,0,4,0
33433,33433,500000,500235,428,0,32,2,20,0,5,0
14219,14219,420000,421300,59989,0,7862,1789,1278,0,198,25
46441,46441,410000,410200,493,0,4,2,11,0,0,0
53237,53237,430000,431200,143,0,0,0,16,0,0,0
38132,38132,440000,440900,970,0,65,0,6,0,0,0
17661,17661,150000,150500,68,0,7,0,6,0,0,0
33479,33479,430000,431200,803,0,131,0,38,0,14,0
8123,8123,370000,370200,749,0,281,4,59,0,35,1
20198,20198,530000,0,162,0,35,0,13,0,5,0
7633,7633,500000,500110,572,0,316,6,23,0,12,0
48961,48961,500000,500103,238,0,1,0,7,0,0,0
34451,34451,610000,610600,195,0,17,0,8,0,0,0
21568,21568,340000,340200,910,0,157,5,31,0,5,0
11474,11474,350000,350100,293,0,105,0,71,0,28,0
9348,9348,410000,410400,1265,0,630,19,58,0,34,1
38850,38850,650000,654201,36,0,0,0,4,0,0,0
19800,19800,230000,230200,418,0,47,11,36,0,8,1
27833,27833,430000,431100,879,0,208,1,41,0,13,0
27781,27781,350000,350200,261,0,39,0,28,0,3,0
8242,8242,320000,320200,631,0,368,0,55,0,37,0
52755,52755,310000,400000,80,0,4,1,12,0,0,0
18760,18760,440000,442000,1294,0,395,2,65,0,31,0
25921,25921,420000,429005,31728,0,2310,974,90,0,3,3
20906,20906,530000,0,162,0,27,0,5,0,2,0
28248,28248,420000,420900,29631,0,1797,871,2541,0,81,33
54070,54070,370000,371600,75,0,0,0,3,0,0,0
54023,54023,420000,421100,1423,0,45,76,154,0,2,4
2101,2101,150000,150600,75,0,35,0,11,0,9,0
2506,2506,330000,330300,1205,0,808,1,504,0,317,1
55221,55221,510000,511400,44,0,0,0,1,0,0,0
3398,3398,210000,210500,121,0,83,1,3,0,3,0
7929,7929,410000,0,1267,0,725,19,0,0,24,6
7005,7005,370000,371500,750,0,299,4,38,0,22,0
7183,7183,230000,230400,479,0,189,12,5,0,2,0
3562,3562,460000,469005,168,0,116,5,3,0,3,0
13908,13908,410000,410100,1257,0,513,19,154,0,76,0
45534,45534,440000,441400,632,0,15,0,7,0,0,0
52345,52345,210000,210100,37,0,0,0,8,0,0,0
16532,16532,410000,411000,1231,0,427,13,38,0,9,0
11087,11087,610000,610581,242,0,102,0,1,0,1,0
30250,30250,420000,420600,27100,23638,1463,780,988,0,40,7
171,171,420000,429005,65596,0,23285,2641,197,0,97,9
31358,31358,510000,510500,386,0,60,1,16,0,2,0
45910,45910,460000,469002,63,0,2,1,6,0,0,0
48724,48724,330000,331100,599,0,15,0,8,0,1,0
40520,40520,340000,341000,530,0,21,0,9,0,0,0
39395,39395,460000,469028,100,0,5,1,4,0,0,0
28863,28863,330000,330300,1092,0,205,0,464,0,78,0
43465,43465,430000,430700,593,0,22,0,50,0,0,0
14921,14921,410000,410700,1246,0,498,16,57,0,21,2
7896,7896,420000,421000,62662,0,11873,2144,1517,0,531,40
42452,42452,330000,330600,829,0,62,0,30,0,3,0
19929,19929,460000,469002,158,0,39,4,6,0,0,1
8657,8657,370000,371600,748,0,270,4,15,0,11,0
40105,40105,410000,411600,764,0,46,2,56,0,1,0
51419,51419,410000,410200,278,0,2,2,4,0,0,0
4293,4293,510000,511000,527,0,263,3,22,0,11,0
4252,4252,110000,110118,399,0,198,4,7,0,0,0
46449,46449,410000,410526,493,0,4,2,1,0,0,0
24377,24377,150000,150500,60,0,6,0,6,0,0,0
48590,48590,420000,420800,7153,0,166,249,251,0,6,5
39100,39100,340000,341700,591,0,23,0,11,0,1,0
53138,53138,420000,420700,2714,0,52,100,57,0,0,0
47547,47547,500000,500153,247,0,3,1,2,0,0,0
54724,54724,420000,420700,1423,0,44,76,20,0,0,0
8752,8752,110000,110111,396,0,169,4,16,0,3,0
52746,52746,410000,410400,206,0,1,2,5,0,0,0
24821,24821,420000,422800,33366,0,2646,1068,203,0,38,3
10819,10819,320000,321200,631,0,318,0,37,0,22,0
57001,57001,110000,400000,26,0,1,0,1,0,0,0
7162,7162,310000,310114,334,0,227,3,9,0,3,0
25792,25792,500000,500113,505,0,79,3,5,0,1,0
30564,30564,440000,440800,1131,0,129,1,21,0,6,0
56771,56771,370000,370100,15,0,0,0,2,0,0,0
34783,34783,620000,620300,71,0,9,1,1,0,0,0
13406,13406,230000,230700,464,0,98,11,1,0,0,0
20832,20832,110000,110119,372,0,79,3,1,0,0,0
27843,27843,410000,411400,1073,0,191,6,83,0,9,0
1197,1197,440000,440500,1347,0,851,7,25,0,22,0
31927,31927,410000,411500,1033,0,131,6,205,0,24,0
37261,37261,110000,110105,274,0,31,1,48,0,0,0
39921,39921,460000,0,99,0,5,1,2,0,0,0
19838,19838,440000,441200,1261,0,348,2,17,0,7,1
18998,18998,610000,610700,232,0,54,0,21,0,1,0
3478,3478,650000,654000,76,0,30,2,18,0,6,0
4561,4561,120000,120106,135,0,81,3,2,0,2,0
52119,52119,350000,350200,84,0,0,0,6,0,0,0
41129,41129,350000,350800,205,0,7,0,2,0,0,0
31017,31017,370000,370700,435,0,51,1,34,0,1,0
47799,47799,440000,445100,535,0,11,0,3,0,0,0
48560,48560,370000,370700,202,0,2,0,9,0,0,0
2906,2906,610000,610200,245,0,179,1,8,0,6,0
48623,48623,440000,442000,520,0,10,0,18,0,0,0
1916,1916,360000,360800,934,0,719,1,22,0,13,0
57599,57599,110000,400000,26,0,0,0,1,0,0,0
16093,16093,350000,350900,290,0,84,0,25,0,6,0
47452,47452,440000,440600,535,0,11,0,39,0,1,0
14313,14313,140000,140500,130,0,53,0,9,0,2,0
14072,14072,320000,320800,629,0,263,0,66,0,28,0
27682,27682,500000,500243,486,0,66,2,2,0,0,0
4150,4150,420000,420500,64287,0,16738,2495,917,0,289,29
47943,47943,420000,420300,7153,0,166,249,177,0,0,0
7207,7207,320000,321000,631,0,394,0,23,0,15,0
30804,30804,500000,500236,446,0,48,2,14,0,1,0
12979,12979,340000,340500,982,0,336,6,36,0,14,0
8156,8156,440000,442000,1333,0,690,5,66,0,43,0
49070,49070,210000,211000,60,0,1,0,1,0,0,0
21265,21265,130000,130300,283,0,69,3,9,0,2,0
24183,24183,430000,433100,946,0,304,2,8,0,6,0
48199,48199,120000,120115,37,0,0,0,3,0,0,0
26133,26133,410000,411000,1105,0,215,7,32,0,2,0
50998,50998,310000,400000,112,0,5,1,17,0,0,0
12842,12842,410000,0,1257,0,521,19,0,0,0,8
5610,5610,420000,429004,64084,0,15324,2346,571,0,248,19
16454,16454,460000,469023,162,0,52,4,9,0,1,1
41632,41632,360000,360600,548,0,27,0,9,0,0,0
4288,4288,510000,513300,527,0,263,3,69,0,12,0
24083,24083,410000,410300,1135,0,246,8,29,0,4,0
53748,53748,360000,360300,72,0,1,0,2,0,0,0
48741,48741,360000,360100,286,0,9,0,83,0,1,0
28343,28343,500000,500102,473,0,61,2,3,0,0,0
4049,4049,450000,450600,251,0,112,2,19,0,6,0
53892,53892,210000,211400,27,0,0,0,2,0,0,0
12783,12783,620000,621100,91,0,59,2,9,0,8,0
53807,53807,350000,350200,59,0,0,0,4,0,0,0
17688,17688,420000,421300,54406,0,4817,1457,1232,0,96,19
52362,52362,530000,400000,51,0,0,0,3,0,0,0
2536,2536,610000,610200,245,0,184,1,8,0,6,0
37691,37691,500000,500243,411,0,24,2,2,0,0,0
27537,27537,130000,130300,239,0,41,2,9,0,0,0
57038,57038,420000,420100,549,0,31,24,495,0,28,0
21644,21644,410000,411500,1169,0,290,10,240,0,49,0
13710,13710,420000,420500,59989,0,7887,1789,904,0,186,24
28492,28492,510000,511400,405,0,79,1,7,0,1,0
35891,35891,440000,445200,1034,0,75,1,7,0,0,0
23135,23135,120000,120101,113,0,11,2,6,0,1,0
36591,36591,340000,340700,665,0,47,0,22,0,2,0
29621,29621,430000,430300,838,0,186,1,28,0,11,0
36047,36047,420000,420300,22112,0,828,618,395,0,28,0
2639,2639,330000,330400,1205,0,795,1,45,0,28,0
20095,20095,230000,230500,418,0,46,11,48,0,1,2
34949,34949,410000,411700,914,0,86,3,106,0,4,0
20824,20824,110000,110112,372,0,79,3,17,0,1,0
56407,56407,440000,440100,78,0,2,0,14,0,0,0
17477,17477,310000,310110,328,0,140,1,9,0,2,0
2441,2441,460000,469023,168,0,123,5,9,0,6,1
55247,55247,510000,511300,28,0,0,0,2,0,0,0
891,891,500000,500238,576,0,384,6,14,0,12,0
38050,38050,130000,130200,157,0,12,1,17,0,0,0
54429,54429,500000,500105,110,0,0,0,2,0,0,0
17172,17172,230000,231200,445,0,73,11,46,0,13,4
17185,17185,510000,511300,481,0,130,3,35,0,9,0
23580,23580,460000,460100,157,0,27,4,29,0,10,0
31492,31492,320000,321300,468,0,61,0,12,0,0,0
51736,51736,360000,360200,162,0,3,0,2,0,0,0
17375,17375,500000,500230,544,0,184,5,10,0,3,0
6809,6809,430000,430100,1013,0,684,4,242,0,130,2
28428,28428,500000,500103,468,0,61,2,20,0,1,0
57587,57587,110000,400000,26,0,0,0,2,0,0,0
18638,18638,370000,370700,530,0,147,2,42,0,7,0
24054,24054,620000,620300,86,0,29,2,1,0,1,0
12476,12476,440000,440300,1328,0,565,4,416,0,163,2
55997,55997,150000,400000,2,0,0,0,1,0,0,0
24283,24283,430000,430500,946,0,291,2,94,0,30,1
56403,56403,440000,442000,78,0,2,0,2,0,0,0
31083,31083,410000,0,1033,0,137,6,0,0,0,3
53731,53731,440000,442000,151,0,4,0,5,0,0,0
45198,45198,500000,500156,300,0,7,2,1,0,0,0
38188,38188,430000,431200,711,0,79,0,36,0,7,0
8294,8294,220000,220700,91,0,45,1,2,0,2,0
57210,57210,430000,430600,24,0,0,0,3,0,0,0
15976,15976,110000,110115,381,0,114,4,39,0,2,0
47793,47793,440000,445200,535,0,11,0,6,0,0,0
31366,31366,510000,510800,386,0,60,1,6,0,1,0
22046,22046,500000,500229,525,0,116,3,2,0,2,0
51797,51797,110000,400000,111,0,4,1,24,0,0,0
50599,50599,420000,420500,5806,0,116,204,167,0,0,1
5335,5335,230000,230700,480,0,217,12,1,0,0,0
39136,39136,310000,310151,254,0,25,1,2,0,0,0
37976,37976,420000,421100,19665,0,699,549,1807,0,62,29
14833,14833,370000,371300,541,0,191,2,47,0,35,0
43431,43431,610000,610100,128,0,1,0,55,0,1,0
20177,20177,500000,500120,532,0,139,5,8,0,3,0
56425,56425,440000,442000,78,0,2,0,2,0,0,0
26880,26880,510000,510800,417,0,82,1,6,0,1,0
32043,32043,510000,510600,386,0,60,1,16,0,0,0
39580,39580,510000,511100,321,0,27,1,2,0,0,0
47270,47270,340000,340700,297,0,5,0,16,0,0,0
17224,17224,440000,440600,1316,0,442,2,84,0,23,0
38287,38287,440000,440300,970,0,52,0,316,0,22,0
50266,50266,440000,441500,393,0,9,0,3,0,0,0
3355,3355,130000,130500,311,0,241,6,23,0,19,1
44617,44617,500000,-1,312,0,7,2,12,0,0,0
45874,45874,370000,370700,230,0,5,0,10,0,0,0
7022,7022,360000,360800,934,0,555,1,22,0,11,0
13897,13897,440000,441200,1328,0,533,4,18,0,8,1
8026,8026,410000,411300,1267,0,723,19,155,0,66,2
19754,19754,610000,610300,230,0,54,0,13,0,7,0
33300,33300,440000,0,1095,0,105,1,0,0,9,0
49013,49013,500000,500156,238,0,1,0,1,0,0,0
36192,36192,210000,210100,95,0,6,0,23,0,1,0
11458,11458,330000,331100,1174,0,561,0,17,0,11,0
15429,15429,510000,511400,495,0,141,3,8,0,2,0
20135,20135,130000,130300,283,0,85,3,9,0,2,0
3656,3656,420000,420100,64287,0,16748,2495,46607,0,8950,1987
46082,46082,500000,500103,275,0,3,1,9,0,0,0
38077,38077,140000,141100,90,0,8,0,6,0,3,0
19506,19506,230000,231100,425,0,48,11,13,0,0,0
34268,34268,410000,410200,981,0,99,4,21,0,1,0
56873,56873,610000,610900,5,0,0,0,1,0,0,0
33339,33339,210000,210600,103,0,8,0,7,0,1,0
21555,21555,410000,410200,1169,0,294,10,25,0,3,0
9156,9156,410000,411000,1265,0,646,19,39,0,16,0
5604,5604,420000,420600,64084,0,15324,2346,1173,0,463,28
47301,47301,460000,460400,62,0,1,1,6,0,0,0
41512,41512,440000,440500,813,0,30,0,18,0,3,0
15144,15144,500000,500112,552,0,210,5,16,0,7,0
31338,31338,410000,410500,1033,0,136,6,44,0,3,0
11947,11947,510000,510500,514,0,185,3,20,0,5,0
43652,43652,450000,450500,139,0,7,0,27,0,0,0
37407,37407,640000,0,43,0,1,0,1,0,0,0
57560,57560,110000,400000,26,0,0,0,3,0,0,0
7176,7176,230000,230500,479,0,189,12,52,0,19,3
31387,31387,340000,341200,779,0,66,1,118,0,11,0
29157,29157,640000,640200,49,0,13,0,1,0,0,0
30194,30194,410000,411600,1033,0,146,6,62,0,10,0
37690,37690,500000,500106,411,0,24,2,2,0,0,0
23549,23549,500000,500237,518,0,102,3,10,0,4,0
7792,7792,130000,130800,308,0,184,5,7,0,6,0
39872,39872,530000,530800,128,0,5,0,4,0,0,0
